Tenure Months,Monthly Charges,Total Charges,Churn Value,Gender_Male,Senior Citizen_Yes,Partner_Yes,Dependents_Yes,Phone Service_Yes,Multiple Lines_No phone service,Multiple Lines_Yes,Internet Service_Fiber optic,Internet Service_No,Online Security_No internet service,Online Security_Yes,Online Backup_No internet service,Online Backup_Yes,Device Protection_No internet service,Device Protection_Yes,Tech Support_No internet service,Tech Support_Yes,Streaming TV_No internet service,Streaming TV_Yes,Streaming Movies_No internet service,Streaming Movies_Yes,Contract_One year,Contract_Two year,Paperless Billing_Yes,Payment Method_Credit card (automatic),Payment Method_Electronic check,Payment Method_Mailed check,Avg Monthly Charge,Is New Customer,High Monthly Charge
0.06430268518835193,1.3811999825271402,0.5585210769498317,1,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1.3116425251420882,0,1
-0.8728084241667845,1.0986562138857725,-0.5196749096355597,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1.182473765368672,1,1
-1.2395040756535771,0.526920587929123,-0.9437663604632323,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.241042874904748,1,1
-0.7098325790615434,1.1402067680977384,-0.37805373333836034,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1.0036498348885907,0,1
-0.9950403079957154,0.526920587929123,-0.7279595119094159,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.4758546986199958,1,1
-0.5876006952326126,1.0188791497987983,-0.23416044159589447,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1.07887428509625,0,1
-0.9542963467194051,0.9839766842607471,-0.6291555791002016,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1.0088402667355592,1,1
-1.2802480369298874,0.48370801154867815,-0.9723553082017323,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.4820666516283357,1,1
-1.0357842692720256,0.3440981493964733,-0.7881374821490981,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.20495438599915403,1,1
-0.8320644628904743,0.47041183420084937,-0.59822833779667,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.4134590817362264,0,1
-1.1172721918246462,-1.4542098368974081,-0.9571343406557717,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,-1.3924522881683115,1,0
-0.3023929662984406,1.1202625020759949,0.10200234743728638,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1.1854253842526346,0,1
1.4495973685829016,1.5025276008260804,2.350889272666349,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1.5617528056778753,0,1
0.9199258719908678,1.0620917261792426,1.3039734773565694,1,1,0,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1.0089306224156804,0,1
0.18653456901728277,0.3889727479453962,0.2580282944700109,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.4213574027684519,0,1
-0.9135523854430948,1.178433277972747,-0.5376532988383973,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1.3803978826743963,1,1
-1.1987601143772668,0.3191678168692938,-0.9060889509436658,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.3881971395023107,1,1
-0.22090504374582004,0.44049543516823375,-0.06520770183573092,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.4735386371279977,0,1
-0.3023929662984406,-0.20603118836995443,-0.3444131891244618,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,-0.15549507473162658,0,0
-1.2802480369298874,-0.9755474523755615,-0.991723437919636,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-0.9723586127243118,1,0
-1.2395040756535771,-0.6797075063863649,-0.9715170520180417,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.8009087096941307,1,0
-1.2802480369298874,0.18786806555948168,-0.9762818766411252,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.18720594883246888,1,1
-0.9950403079957154,0.21113637591818266,-0.7586882188536525,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0.1874130139327467,1,1
-1.2802480369298874,-0.6364949300059205,-0.9872233257756128,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-0.6344283690706216,1,0
-1.0357842692720256,1.0039209502824906,-0.718165150184189,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0.9555949552355028,1,1
-0.506112772679992,0.5850913638258751,-0.3048386735049641,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4909290379202339,0,1
-1.1580161531009565,0.2028262650757895,-0.8869193555850574,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.114319033534614,1,1
1.0421577558197987,-0.648129085185271,0.16231267391649862,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,-0.6324291198265581,0,0
-1.2395040756535771,1.3163811179564737,-0.9002432170310868,1,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1.8752006462986968,1,1
0.8384379494382472,0.9989348837770544,1.1986620294371257,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0.9788041065291961,0,1
-0.7098325790615434,0.32082983903777235,-0.5018950547920172,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.3836693159762322,0,1
-1.0357842692720256,0.38731072577691766,-0.785181526132926,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23666492707029907,1,1
-1.2802480369298874,-1.1583698909082112,-0.9941499689776877,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.1545759009689487,1,0
-0.9950403079957154,0.6548962949019775,-0.7150106598087218,1,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5974019124831799,1,1
-0.791320501614164,0.48038396721172105,-0.5169174879786828,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.686200984333167,0,1
-1.2802480369298874,-1.3295581742615106,-0.9964220844229541,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1.3251975435980181,1,0
-1.076528230548336,0.8709591768041999,-0.7730929895891775,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0.7852099584353228,1,1
-1.2802480369298874,0.5019902554019434,-0.9721126550959271,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.5002883804527998,1,1
-0.5468567339563023,1.3895100933695332,-0.15390844169414813,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1.2262804183538007,0,1
-1.2395040756535771,-0.62486077482657,-0.9700831927564657,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.7470717836218517,1,0
-1.1580161531009565,0.17789593254861,-0.8889708772977739,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.07580492488290683,1,1
-1.1580161531009565,-0.49023697917980086,-0.9282365616917014,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.6613468321067612,1,0
-1.2802480369298874,-0.3190486958265014,-0.983009985483905,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.3180328958458427,1,0
-1.2802480369298874,0.6582203392389346,-0.9700390740099557,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0.6560013358618528,1,1
-1.2395040756535771,-0.3456410505221597,-0.9570240437894967,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.2567416261635559,1,0
-0.8728084241667845,1.0039209502824906,-0.5131012164055652,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1.2273504198289211,1,1
-0.7098325790615434,0.3191678168692938,-0.5333958398001795,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.2259685356045094,0,1
-1.2802480369298874,-0.5400976442341598,-0.9859438821268218,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-0.5383501625416313,1,0
-1.2395040756535771,0.18620604339100316,-0.9424427980679313,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.29073849897146714,1,1
-1.2802480369298874,-0.8176553463700914,-0.9896277974604095,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,-0.8149891365130344,1,0
-1.2395040756535771,-0.6713973955439717,-0.9718258832436119,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.8125043553096986,1,0
-1.1987601143772668,-0.7860769251689975,-0.949038550671181,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,-0.6868848611410474,1,0
-0.791320501614164,1.3994822263804054,-0.4054514749210896,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1.3300778776899156,0,1
1.082901717096109,-1.5107185906256815,-0.5222337969331416,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,-1.5293707516280641,0,0
-0.6690886177852331,0.9856387064292257,-0.34064103629785414,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0.9823359338999756,0,1
-1.2802480369298874,-1.3295581742615106,-0.9964220844229541,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.3251975435980181,1,0
-1.2802480369298874,0.1928541320649173,-0.9762156985213601,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1921755112391405,1,1
-1.1172721918246462,0.6848126939345931,-0.8304032413057078,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.510890113587033,1,1
0.797693988161937,1.3379874061466956,1.4742497795120342,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1.4368916132640885,0,1
-0.5876006952326126,1.0089070167879266,-0.22207190505214597,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,1.1293061406306248,0,1
-1.2802480369298874,0.1729098660431739,-0.9764804110004203,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.17229726161245304,1,1
-0.9950403079957154,0.3224918612062509,-0.7397612766008492,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.36507486997126765,1,1
-0.9135523854430948,-0.6630872847015785,-0.8152705112527671,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-0.7043335469244731,1,0
-0.3431369275747509,0.375676570597567,-0.25174176208014176,1,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.21743745347305618,0,1
-1.2802480369298874,0.2925754621736353,-0.9748921361260592,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.29156675937257887,1,1
-1.1580161531009565,1.0188791497987983,-0.8326091786312093,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1.1339075873034692,1,1
-0.01718523736426863,0.3357880385540801,0.008845614181355987,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.23788513212550835,0,1
-1.1172721918246462,0.525258565760644,-0.8240280824350082,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.6066370159555786,1,1
0.22727853029359305,0.5152864327497723,0.34207450657161986,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0.5198614815106567,0,1
-0.3431369275747509,0.9424261300487813,-0.023052239545396272,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0.93298541833372,0,1
0.8791819107145575,0.5867533859943537,0.9118460583754147,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0.5220685613709297,0,1
-1.2395040756535771,0.18454402122252414,-0.9460164165352438,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.1565603139913255,1,1
-1.0357842692720256,0.3008855730160285,-0.7818064420249087,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.2728717388903373,1,1
-1.2395040756535771,0.525258565760644,-0.9386265264948136,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.4340275483638409,1,1
1.4495973685829016,0.36570443758669524,1.3282608473103417,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0.43244410936171457,0,1
0.4309983366751445,1.323029206630388,1.0926226222002666,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1.5205125759248337,0,1
1.24587756220135,1.2831406745869012,1.9057972984999019,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1.3255512677321901,0,1
-1.2395040756535771,0.8510149107824564,-0.93315580192757,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0.6394361278396131,1,1
-1.1580161531009565,0.6648684279128493,-0.8432859152866368,1,1,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.9334685702343681,1,1
-0.46536881140368175,-0.761146592641818,-0.6367219441266719,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,-0.8214574558360043,0,0
-0.9135523854430948,0.5136244105812937,-0.63411893808258,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.6560013358618528,1,1
-0.22090504374582004,-1.1317775362125533,-0.6521635054051828,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1.158931937152575,0,0
-1.1172721918246462,1.0537816153368496,-0.7900566476222844,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1.1168454230405622,1,1
-1.2395040756535771,0.6931228047769863,-0.9272880086417358,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.8597533945354016,1,1
-0.3023929662984406,1.3346633618097385,0.12494409562250247,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1.2543366496251518,0,1
-1.2802480369298874,-0.4702927131580572,-0.9850173884501112,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4687762888482243,1,0
-1.2802480369298874,0.8659731102987638,-0.9672816523530788,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.8630664361398493,1,1
-0.8728084241667845,-1.4907743246039378,-0.9126185254271504,1,1,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,-1.5000357846327481,1,0
0.9199258719908678,0.6864747161030716,1.143293002567037,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0.7895470310811454,0,1
0.06430268518835193,0.304209617352986,0.10639216271503438,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.3130528086014253,0,1
1.4903413298592119,1.151840923277089,2.084301746879487,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1.2178739859379382,0,1
-1.2802480369298874,-1.4924363467724167,-0.9985839030019457,1,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,-1.4875365822159674,1,0
-1.2802480369298874,-1.5024084797832884,-0.9987162592414759,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,-1.4974757070293112,1,0
-1.1987601143772668,0.5501888982878235,-0.9042580229634997,1,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.4340275483638404,1,1
-0.42462485012737144,0.6150077628584902,-0.1929755917287805,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0.6329606374309196,0,1
-1.2802480369298874,0.3490842159019089,-0.9741421174353885,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0.347888466648194,1,1
1.1643896396487294,-1.509056568457203,-0.4856372967030709,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,-1.5045634435765316,0,0
-0.8320644628904743,-0.6448050408483137,-0.7784313579168912,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.7142174543777429,0,0
1.1236456783724194,1.3662417830108327,1.8146700275834329,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1.3851189669607344,0,1
-1.2802480369298874,0.1579516665268661,-0.9766789453597153,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.1573885743924372,1,1
-0.18016108246950976,0.5402167652769517,-0.024794930032542614,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.48833776609389795,0,1
-1.1580161531009565,1.2083496770053626,-0.8371092907752324,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1.0494250263900462,1,1
-1.0357842692720256,1.1634750784564392,-0.7103340726786586,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1.0396042244911472,1,1
-0.791320501614164,-0.29411836329932195,-0.6833775185610297,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,-0.2753456290193018,0,0
-1.2802480369298874,-0.32569678450041606,-0.9830982229769248,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,-0.32465897905473867,1,0
-1.2802480369298874,0.32913994988016554,-0.9744068299144488,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.3280102170215065,1,1
-0.3431369275747509,0.5136244105812937,-0.18609306727321573,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.4228460329488289,0,1
-1.1172721918246462,1.0404854379890203,-0.8073291368809615,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0.8574342654122877,1,1
-0.7098325790615434,0.13966942267360125,-0.568470243275654,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05037733056876844,0,1
0.6347181430566958,-0.648129085185271,-0.061016420917277985,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,-0.6663163945134329,0,0
-0.9950403079957154,0.6233178737008834,-0.7073339979159764,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0.6694605673799225,1,1
-1.2802480369298874,0.3175057947008148,-0.9745612455272339,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.3164145714059384,1,1
-1.2395040756535771,0.3191678168692938,-0.9458620009224588,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.1623581367991093,1,1
-0.42462485012737144,-0.6996517724081085,-0.6087065400928022,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,-0.7860753188742161,0,0
-1.1172721918246462,-1.2082305559625701,-0.9495459162560462,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.278483656975302,1,0
-0.8320644628904743,1.160151034119482,-0.46097491740396357,1,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1.272365117689356,0,1
-0.506112772679992,0.974004551249875,-0.2209909957626502,1,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0.8057508163829002,0,1
-1.2395040756535771,0.9773285955868325,-0.9334646331531401,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0.6278404822240454,1,1
-1.076528230548336,0.5219345214236869,-0.7855124167317513,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0.6297730898266403,1,1
-1.1172721918246462,0.3175057947008148,-0.8596539702418583,1,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.07158079683723578,1,1
0.3087664528462136,1.3296772953043026,0.815601012863782,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1.275498702873563,0,1
-0.22090504374582004,0.34576017156495187,-0.15615849776615978,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.2205817753661664,0,1
-0.38388088885106114,0.35905634891278065,-0.23149125743203763,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3863485583172203,0,1
0.06430268518835193,1.1717851892988325,0.5279688449916352,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1.2441636630514943,0,1
